Case_number,AER_form,Reporter,Country,Gender,Species,Breed,Drug,Reaction,Animals_affected,Animals_treated,Animals_died,date,source_file,year
DEU-CA8B80A2-2022-DE-000064,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000082011&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Germany,FEMALE,Dog,Pointing Dog - Hungarian Short-haired (Vizsla),Daxocox 100 mg - Tablet,Vomiting,1,1,NA,2022-10-28T00:00:00Z,2022_eudra_daxocox.csv,2022
DEU-CA8B80A2-2022-DE-000065,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000088144&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Germany,FEMALE,Dog,Shepherd (unspecified),Daxocox 100 mg - Tablet,"Partial lack of efficacy, Unrelated death",1,1,1,2022-11-11T00:00:00Z,2022_eudra_daxocox.csv,2022
DEU-CA8B80A2-2022-DE-000066,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000080544&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Germany,FEMALE,Dog,Unknown,Daxocox 30 mg - Tablet,"Crying, Disorientation",1,1,NA,2022-10-26T00:00:00Z,2022_eudra_daxocox.csv,2022
DEU-CA8B80A2-2022-DE-000067,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000080549&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Germany,UNKNOWN,Dog,"Terrier - Fox Smooth, Terrier - Jack Russell",Daxocox 30 mg - Tablet,Swollen feet,1,1,NA,2022-10-26T00:00:00Z,2022_eudra_daxocox.csv,2022
DEU-CA8B80A2-2022-DE-000069,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000089316&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Germany,MALE,Dog,Terrier - Airedale,Daxocox 70 mg - Tablet,Vomiting,1,1,NA,2022-11-15T00:00:00Z,2022_eudra_daxocox.csv,2022
DEU-CA8B80A2-2022-DE-000071,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000102243&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Germany,MALE,Dog,Terrier (unspecified),Daxocox 70 mg - Tablet,"Bloody diarrhoea, Vomiting",1,1,NA,2022-12-09T00:00:00Z,2022_eudra_daxocox.csv,2022
DEU-CA8B80A2-2022-DE-000072,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000104294&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Germany,FEMALE,Dog,Terrier - Jack Russell,"Daxocox 30 mg - Tablet, VETMEDIN 0,75 MG/ML SOLUTION INJECTABLE POUR CHIENS, VETMEDIN 2,5 mg capsule pentru câini, VETMEDIN 2,5 mg kietos kapsulės šunims, VETMEDIN 5 MG GELULES POUR CHIENS, VETMEDIN 5 mg capsule pentru câini, VETMEDIN 5 mg kietos kapsulės šunims, VETMEDIN 5 mg, 5mg, Tvrdá tobolka, VETMEDIN, 2.5mg, Tvrdá tobolka, Vetmedin 0,75 mg/ml Injektionslösung für Hunde, Vetmedin 0.75 mg/ml ενέσιμο διάλυμα για σκύλους, Vetmedin 1,25 mg - Kapseln für Hunde, Vetmedin 1,25 mg Kautabletten für Hunde, Vetmedin 1,25 mg capsule per cani, Vetmedin 1,25 mg gélules pour chiens, Vetmedin 1,25 mg kapszula kutyáknak A.U.V., Vetmedin 1,5 mg/ml Lösung zum Eingeben für Hunde, Vetmedin 1.25 mg Capsule, hard, Vetmedin 1.25 mg capsules for dogs, Vetmedin 1.25mg, Vetmedin 10 mg  Kapsułka, twarda, Vetmedin 10 mg Kapseln für Hunde, Vetmedin 10 mg Kautabletten für Hunde, Vetmedin 2,5 mg - Kapseln für Hunde, Vetmedin 2,5 mg Kapsułka, twarda, Vetmedin 2,5 mg Kautabletten für Hunde, Vetmedin 2,5 mg capsule per cani, Vetmedin 2,5 mg kapsulas suņiem, Vetmedin 2,5 mg kapsuly pre psy, Vetmedin 2,5 mg kapszula kutyáknak A.U.V., Vetmedin 2,5 mg, kõvakapslid koertele, Vetmedin 2,5mg, Vetmedin 2.5 mg Capsule, hard, Vetmedin 2.5 mg capsules for dogs, Vetmedin 2.5 mg gélules pour chiens, Vetmedin 5 mg - Kapseln für Hunde, Vetmedin 5 mg Capsule, hard, Vetmedin 5 mg Kapsułki twarde, Vetmedin 5 mg Kautabletten für Hunde, Vetmedin 5 mg capsule per cani, Vetmedin 5 mg capsules, Vetmedin 5 mg capsules for dogs, Vetmedin 5 mg gélules pour chiens, Vetmedin 5 mg kapsulas suņiem, Vetmedin 5 mg kapsuly pre psy, Vetmedin 5 mg kapszula kutyáknak A.U.V., Vetmedin 5 mg, kõvakapslid koertele., Vetmedin 5mg, Vetmedin Chew 1,25 mg Kautabletten für Hunde, Vetmedin Chew 10 mg Kautabletten für Hunde, Vetmedin Chew 2,5 mg Kautabletten für Hunde, Vetmedin Chew 5 mg Kautabletten für Hunde, Vetmedin Vet. 10 mg tyggetabletter, Vetmedin Vet. 5 mg tyggetabletter, Vetmedin vet., 5 mg, Tuggtablett","Cough, Death by euthanasia, Pulmonary oedema",1,1,1,2022-12-14T00:00:00Z,2022_eudra_daxocox.csv,2022
DEU-CA8B80A2-2022-DE-000073,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000102217&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Germany,MALE,Dog,Maltese,Daxocox 30 mg - Tablet,"Cough, Unrelated death",1,1,1,2022-12-09T00:00:00Z,2022_eudra_daxocox.csv,2022
DEU-CA8B80A2-2022-DE-000075,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000106713&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Germany,UNKNOWN,Dog,Dog (unknown),Daxocox 70 mg - Tablet,Partial lack of efficacy,1,1,NA,2022-12-20T00:00:00Z,2022_eudra_daxocox.csv,2022
ESP-CA8B80A2-2022-ES-000007,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000000104&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Spain,FEMALE,Dog,Crossbred Canine/dog,Daxocox 100 mg - Tablet,"Death, Duodenal ulcer, Vomiting",1,1,1,2022-02-11T00:00:00Z,2022_eudra_daxocox.csv,2022
ESP-CA8B80A2-2022-ES-000008,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000000116&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Spain,MALE,Dog,Retriever - Golden,Daxocox 70 mg - Tablet,"Haematemesis, Melaena",1,1,NA,2022-02-11T00:00:00Z,2022_eudra_daxocox.csv,2022
ESP-CA8B80A2-2022-ES-000015,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000000559&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Spain,MALE,Dog,Beagle,"Daxocox 100 mg - Tablet, Metronidazole VET-AGRO 250 mg tabletten voor honden en katten, Tramadog 50 mg tablet for dogs","Blood in vomit, Death, Dehydration, Lethargy (see also Central nervous system depression in Neurological)",1,1,1,2022-03-09T00:00:00Z,2022_eudra_daxocox.csv,2022
ESP-CA8B80A2-2022-ES-000028,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000003658&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Spain,FEMALE,Dog,Saint Bernard Dog,Daxocox 100 mg - Tablet,"Elevated blood urea nitrogen (BUN), Pasty stool, Tenesmus, Vomiting",1,1,NA,2022-05-13T00:00:00Z,2022_eudra_daxocox.csv,2022
ESP-CA8B80A2-2022-ES-000029,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000003819&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Spain,MALE,Dog,Shih Tzu,Daxocox 30 mg - Tablet,Diarrhoea,1,1,NA,2022-05-23T00:00:00Z,2022_eudra_daxocox.csv,2022
ESP-CA8B80A2-2022-ES-000066,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000090891&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Spain,MALE,Dog,Crossbred Canine/dog,"Cardisure 3.5 mg/ml Oral Solution for Dogs, Cardisure Flavoured 1.25 mg Tablets for Dogs, Cardisure Flavoured 10 mg Tablets for Dogs, Cardisure Flavoured 2.5 mg Tablets for Dogs, Cardisure Flavoured 5 mg Tablets for Dogs, Daxocox 70 mg - Tablet, Pimocard 1.25 mg Flavoured Tablets for Dogs, Pimocard 10 mg Flavoured Tablets for Dogs, Pimocard 2.5 mg Flavoured Tablets for Dogs, Pimocard 5 mg Flavoured Tablets for Dogs",Pleural effusion,1,1,NA,2022-11-16T00:00:00Z,2022_eudra_daxocox.csv,2022
FRA-CA8B80A2-2021-FR-000042,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1638299&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,France,FEMALE,Dog,Sheepdog - Long-haired Pyrenean,Daxocox 70 mg - Tablet,Lack of efficacy - NOS,1,1,NA,2022-01-10T00:00:00Z,2022_eudra_daxocox.csv,2022
FRA-CA8B80A2-2022-FR-000017,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000001230&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,France,FEMALE,Dog,Shepherd Dog - German,"Daxocox 100 mg - Tablet, Daxocox 45 mg - Tablet",Elevated blood urea nitrogen (BUN),1,1,NA,2022-04-11T00:00:00Z,2022_eudra_daxocox.csv,2022
FRA-CA8B80A2-2022-FR-000029,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000003794&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,France,UNKNOWN,Dog,Brittany,Daxocox 70 mg - Tablet,Vomiting,1,1,NA,2022-05-20T00:00:00Z,2022_eudra_daxocox.csv,2022
FRA-CA8B80A2-2022-FR-000033,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000012163&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,France,UNKNOWN,Dog,Dog (unknown),Daxocox 30 mg - Tablet,"Apathy, Diarrhoea",1,1,NA,2022-06-15T00:00:00Z,2022_eudra_daxocox.csv,2022
FRA-CA8B80A2-2022-FR-000034,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000012164&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,France,UNKNOWN,Dog,Dog (unknown),Daxocox 30 mg - Tablet,"Diarrhoea, Vomiting",1,1,NA,2022-06-15T00:00:00Z,2022_eudra_daxocox.csv,2022
FRA-CA8B80A2-2022-FR-000039,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000037251&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,France,FEMALE,Dog,Dog (unknown),Daxocox 100 mg - Tablet,Death,1,1,1,2022-08-01T00:00:00Z,2022_eudra_daxocox.csv,2022
FRA-CA8B80A2-2022-FR-000046,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000065540&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,France,UNKNOWN,Dog,Crossbred Canine/dog,Daxocox 100 mg - Tablet,Partial lack of efficacy,4,4,NA,2022-09-27T00:00:00Z,2022_eudra_daxocox.csv,2022
FRA-FRAANMVF-202200174,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1650368&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,France,MALE,Dog,Setter - English,"Bimoxyvet LA 150 mg/ml, Suspension for Injection for cattle, sheep and pigs, Daxocox 100 mg - Tablet, Metrobactin 250 mg tablets for cats and dogs","Abdominal pain, Apathy, Ascites, Death, Haemorrhage NOS, Necropsy performed, Other abnormal test result NOS, Pyloric ulcer, Vascular disorder NOS (see also endocarditis)",1,1,1,2022-01-20T00:00:00Z,2022_eudra_daxocox.csv,2022
FRA-FRAANMVF-202201124,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1729054&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,France,MALE,Dog,Crossbred Canine/dog,Daxocox 100 mg - Tablet,"Cutaneous necrosis, Footpad disorder NOS, Skin ulcer",1,1,NA,2022-04-27T00:00:00Z,2022_eudra_daxocox.csv,2022
GBR-CA8B80A2-2022-UK-000021,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000000609&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,MALE,Dog,Collie (unspecified),Daxocox 100 mg - Tablet,Elevated blood urea nitrogen (BUN),1,1,NA,2022-03-11T00:00:00Z,2022_eudra_daxocox.csv,2022
GBR-CA8B80A2-2022-UK-000060,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000030625&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,United Kingdom,MALE,Dog,Terrier (unspecified),Daxocox 30 mg - Tablet,"Ataxia, Limb weakness",1,1,NA,2022-07-20T00:00:00Z,2022_eudra_daxocox.csv,2022
GBR-CA8B80A2-2022-UK-000070,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000035995&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,United Kingdom,FEMALE,Dog,Crossbred Canine/dog,Daxocox 100 mg - Tablet,"Appetite disorder NOS, Blood in faeces, Death by euthanasia, Gastric ulcer, Haemorrhagic gastroenteritis, Septicaemia, Vomiting, Weight loss",1,3,1,2022-07-29T00:00:00Z,2022_eudra_daxocox.csv,2022
GBR-CA8B80A2-2022-UK-000095,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000080571&_xt=AER&_xf=pdf""> AER </a>",Animal owner,United Kingdom,MALE,Dog,Alaskan Malamute,Daxocox 100 mg - Tablet,"Apathy, Behavioural disorder NOS, Excessive defensive behaviour",1,1,NA,2022-10-26T00:00:00Z,2022_eudra_daxocox.csv,2022
GBR-CA8B80A2-2022-UK-000107,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000105474&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,United Kingdom,FEMALE,Dog,Retriever - Labrador,"Cytopoint 30 mg/ml - Solution for injection, Daxocox 100 mg - Tablet, Daxocox 30 mg - Tablet",Ulcerative dermatitis,1,1,NA,2022-12-16T00:00:00Z,2022_eudra_daxocox.csv,2022
GRC-CA8B80A2-2022-GR-000001,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000102222&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Greece,MALE,Dog,Shepherd Dog - Belgian Malinois,Daxocox 100 mg - Tablet,"Anorexia, Decreased red blood cell count, Elevated liver enzymes NOS, Jaundice",1,1,NA,2022-12-09T00:00:00Z,2022_eudra_daxocox.csv,2022
ITA-CA8B80A2-2022-IT-000004,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000102440&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Italy,FEMALE,Dog,Collie (unspecified),Daxocox 100 mg - Tablet,"Haemorrhagic diarrhoea, Vomiting",1,1,NA,2022-12-09T00:00:00Z,2022_eudra_daxocox.csv,2022
NLD-CA8B80A2-2022-NL-000002,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000050420&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Netherlands,MALE,Dog,Crossbred Canine/dog,Daxocox 100 mg - Tablet,"Biting - pruritus (see also Behavioural disorders), Reddening of the skin, Unkempt hair coat",1,1,NA,2022-08-26T00:00:00Z,2022_eudra_daxocox.csv,2022
NLD-CA8B80A2-2022-NL-000004,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000058627&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Netherlands,FEMALE,Dog,Chihuahua,Daxocox 15 mg - Tablet,Vomiting,1,1,NA,2022-09-13T00:00:00Z,2022_eudra_daxocox.csv,2022
NLD-CA8B80A2-2022-NL-000005,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000058629&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Netherlands,FEMALE,Dog,Crossbred Canine/dog,Daxocox 100 mg - Tablet,"Apathy, Behavioural disorder NOS",1,1,NA,2022-09-13T00:00:00Z,2022_eudra_daxocox.csv,2022
NLD-CA8B80A2-2022-NL-000006,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000058650&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Netherlands,FEMALE,Dog,Finnish Lapphund,Daxocox 70 mg - Tablet,Vomiting,1,1,NA,2022-09-13T00:00:00Z,2022_eudra_daxocox.csv,2022
NLD-CA8B80A2-2022-NL-000007,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000058677&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,Netherlands,FEMALE,Dog,Retriever - Labrador,Daxocox 100 mg - Tablet,Vomiting,1,1,NA,2022-09-13T00:00:00Z,2022_eudra_daxocox.csv,2022
